y_pred_inverse
49083.90750926733
28706.58172942698
46136.69630950689
52862.82465445995
56186.20530164242
66336.4574713409
40417.64457945526
37747.18581621349
42375.37624117732
40920.09903433919
45782.662298202515
34490.295456275344
62977.17934721708
75180.11006313562
66668.02013096213
53284.12925687432
57392.76152607798
39763.42452181876
29302.259751975536
26737.15600708127
35619.8780285269
67936.93418136239
57785.97518932819
31194.07498221099
36729.648580655456
35964.14774414897
